name,isPE,amountOfImportedDLL,advapi32.dll,user32.dll,ws2_32.dll,wininet.dll,kernel32.dll,shell32.dll,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,ImageBase,MajorSubsystemVersion,NumberOfRvaAndSizes,SizeOfImage,SectionAlignment,FileAlignment,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,relocationsOverlapEntrypoint,sequentialRelocs
8171,1,4,0,1,0,0,1,0,5632,387584,0,5500,4194304,4,16,823296,4096,512,1,0,1,4.069408853165468,7.852532584935232,4,1326871294,0,0,224,271,0,0
8172,1,4,0,1,0,0,1,0,9216,357376,0,7728,4194304,4,16,823296,4096,512,1,0,0,0.0821922343215099,7.94413782782058,4,1305462840,0,0,224,271,0,0
8173,1,3,0,1,0,0,1,0,12288,376832,0,5528,4194304,4,16,823296,4096,4096,1,0,0,5.9619894419873845,7.921931601153557,4,1343676558,0,0,224,271,0,0
8174,1,3,0,1,0,0,1,0,20480,364544,0,5560,4194304,4,16,782336,4096,4096,1,0,0,3.469171587925266,7.830835393326597,4,1340783524,0,0,224,271,0,0
8175,1,4,0,1,0,0,1,0,28672,393216,217088,6523,4259840,4,16,987136,4096,4096,1,0,0,3.982417446495472,7.847522990884017,4,1335608472,0,0,224,271,0,0
8176,1,3,1,1,0,0,1,0,43008,120320,0,4096,4194304,4,16,208896,4096,512,0,9,9,0.7084378349416649,6.540569715213725,12,1339832830,0,0,224,270,0,0
8177,1,4,1,0,0,0,1,0,6656,325632,0,6496,4194304,4,16,778240,4096,512,1,0,0,0.07436817085820463,7.989013663099064,4,1329409810,0,0,224,271,0,0
8178,1,5,0,1,0,0,1,1,28672,434176,249856,7018,4259840,4,16,995328,4096,4096,1,0,0,4.258259086178153,7.874839425092321,4,1335342692,0,0,224,271,0,0
8179,1,4,0,1,0,1,1,0,45056,409600,0,5968,4194304,4,16,823296,4096,4096,1,0,0,4.027132405075107,7.731851470956207,4,1344714209,0,0,224,271,0,0
8180,1,4,1,1,0,0,1,0,98304,254687,434176,83039,4259840,4,16,806912,4096,4096,1,0,0,4.108738856680199,7.88110488630753,4,1331931721,0,0,224,271,0,0
8181,1,4,0,1,0,0,1,0,12288,397312,0,6392,4194304,4,16,827392,4096,4096,1,0,0,4.973188974353045,7.975766092965704,4,1342438141,0,0,224,271,0,0
8182,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.8067363487314534,7.768613057351335,4,1332576541,0,0,224,271,0,0
8183,1,16,0,1,1,0,1,1,44544,23552,0,44317,4194304,5,16,86016,4096,512,0,1,0,0.39360932787291114,6.56656756786627,6,1482201873,0,0,224,258,0,34
8184,1,12,0,0,0,0,1,0,23040,49664,4096,5328,4194304,5,16,86016,4096,512,0,4,1,0.186582516434666,5.911719284126064,11,9771040,51200,251,240,39,0,0
8185,1,4,0,1,0,0,1,0,28672,405504,0,6547,4194304,4,16,827392,4096,4096,1,0,0,4.373381272353023,7.976067101888398,4,1342276223,0,0,224,271,0,0
8186,1,2,1,0,0,0,1,0,102912,5632,0,110272,4194304,4,16,122880,4096,512,0,0,0,1.6649936702546246,7.139057136739089,4,1335511272,0,0,224,270,0,2
8187,1,4,0,1,0,0,1,0,197120,0,0,177592,4194304,5,16,241664,4096,512,0,1,0,0.020393135236084953,6.846935142452026,5,1296353279,0,0,224,258,0,107
8188,1,4,0,1,0,0,1,0,36864,380928,0,5616,4194304,4,16,823296,4096,4096,1,0,0,0.7069849785650174,7.903504473834879,4,1343935512,0,0,224,271,0,0
8189,1,5,0,1,0,0,1,0,49152,97280,0,30406,4194304,5,16,159744,4096,512,1,0,0,4.539365694133828,7.972864627245457,4,1341586878,0,0,224,258,0,149
8190,1,4,1,0,0,0,1,0,90112,245140,499712,87166,4194304,4,16,856064,4096,4096,1,0,0,1.1369952838140192,7.968481579424996,4,1331844927,0,0,224,271,0,0
8191,1,3,0,1,0,0,1,0,12288,389120,0,6232,4194304,4,16,782336,4096,4096,1,0,0,4.642483234480746,7.812271415013783,4,1341470552,0,0,224,271,0,0
8192,1,9,1,1,0,0,1,0,269824,44032,0,339969,4194304,4,16,352256,4096,512,1,5,4,0.19353182838821048,7.996531158875305,10,708992537,0,0,224,33166,0,0
8193,1,3,1,0,0,0,1,0,102912,5632,0,110208,4194304,4,16,122880,4096,512,0,0,0,1.5771066802569238,7.13268926309742,4,1335338569,0,0,224,270,0,2
8194,1,2,0,1,0,0,1,0,142336,24576,0,112794,4194304,5,16,192512,4096,512,1,5,0,0.41684622993819864,7.971195342650146,9,1297596187,0,0,224,258,0,111
8195,1,2,1,0,0,0,1,0,94208,307678,491520,76137,4259840,4,16,913408,4096,4096,1,0,0,3.770000384660344,7.767939150067452,4,1332675903,0,0,224,271,0,0
8196,1,3,1,1,0,0,1,0,145408,16896,0,5360,4194304,4,16,188416,4096,512,0,5,5,0.416541661794913,6.048916906235801,8,1342134035,0,0,224,270,0,0
8197,1,6,0,0,0,0,1,0,10240,26112,3072,5328,4194304,5,16,61440,4096,512,0,4,1,0.19743807838821048,5.974820916146372,11,0,27648,106,240,39,0,0
8198,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5230954455088892,6.644591738121419,5,1333761078,0,0,224,8450,0,0
8199,1,3,0,1,0,0,1,0,12288,393216,0,6292,4194304,4,16,827392,4096,4096,1,0,0,4.956711416402749,7.985257333798562,4,1342527051,0,0,224,271,0,0
8200,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.0449657962269026,8,1342212018,0,0,224,270,0,0
8201,1,5,0,1,0,0,1,1,28672,434176,249856,7018,4259840,4,16,995328,4096,4096,1,0,0,4.258259086178153,7.821504646308897,4,1335342692,0,0,224,271,0,0
8202,1,11,1,1,0,0,1,0,39424,97280,0,20799,4194304,5,16,159744,4096,512,1,0,0,5.035095770850417,7.977098500567826,4,1343811892,0,0,224,258,0,149
8203,1,4,0,1,0,0,1,0,194560,0,0,192598,4194304,5,16,233472,4096,512,0,0,0,0.020393135236084953,6.825221107330393,4,1302385015,0,0,224,258,0,107
8204,1,3,0,1,0,0,1,0,12288,393216,0,6292,4194304,4,16,827392,4096,4096,1,0,0,4.998030122446815,7.985375125324703,4,1342527051,0,0,224,271,0,0
8205,1,2,0,0,0,0,0,0,60928,371200,0,427070,65536,5,16,433664,512,512,1,1,0,0.2672130101558982,7.988196833138016,6,1213801317,0,0,224,258,0,77
8206,1,5,1,1,0,0,1,0,218624,18944,0,4096,4194304,5,16,249856,4096,512,0,0,0,2.6055778970401464,7.067424287616511,4,1302989855,0,0,224,258,1,132
8207,1,6,0,1,0,0,1,1,28672,446464,262144,6976,4259840,4,16,995328,4096,4096,1,0,0,4.206686935448474,7.822909274250174,4,1335379208,0,0,224,271,0,0
8208,1,5,1,1,0,0,1,0,218624,18944,0,4096,4194304,5,16,249856,4096,512,0,0,0,2.8739439386944654,7.06700624484623,4,1302989855,0,0,224,258,1,132
8209,1,2,0,1,0,0,1,0,12288,389120,0,5432,4194304,4,16,823296,4096,4096,1,0,0,6.346612702887305,7.822913490886745,4,1343555000,0,0,224,271,0,0
8210,1,2,1,0,0,0,1,0,2048,92160,0,4880,4194304,4,16,106496,4096,512,1,0,0,2.076710866356221,7.528094526781825,4,1332524400,0,0,224,270,0,1
8211,1,6,0,1,0,0,1,1,28672,450560,262144,6976,4259840,4,16,999424,4096,4096,1,0,0,4.206686935448474,7.824854436875497,4,1335379208,0,0,224,271,0,0
8212,1,2,1,0,0,0,1,0,2048,92160,0,4880,4194304,4,16,106496,4096,512,1,0,0,2.076710866356221,7.52643940099181,4,1332542409,0,0,224,270,0,1
8213,1,7,0,1,0,0,1,0,20480,431426,389120,6165,4259840,4,16,856064,4096,4096,0,0,0,6.63938919576432,7.374572971291287,4,1333485320,0,0,224,271,0,0
8214,1,7,1,1,1,0,1,0,18432,244224,1069948,8192,4194304,5,16,1363968,4096,512,1,3,1,4.164608791209801,7.980779434491256,9,1199997096,0,0,224,271,0,0
8215,1,2,0,0,0,0,1,0,16384,389120,0,6504,4194304,4,16,782336,4096,4096,1,0,0,3.8963803773071146,7.807558944959872,4,1341301058,0,0,224,271,0,0
8216,1,5,1,1,0,0,1,0,92160,2048,0,4720,4194304,4,16,106496,4096,512,1,0,0,3.0488669379629627,7.630804754160291,3,1333456838,0,0,224,270,0,2
8217,1,2,0,0,0,0,0,0,60928,371200,0,427070,65536,5,16,433664,512,512,1,1,0,0.26742112070119883,7.988712066493265,6,1209740287,0,0,224,258,0,77
8218,1,4,0,1,0,0,1,0,57344,385024,0,13104,4194304,4,16,823296,4096,4096,1,0,0,4.531028169936355,7.697241534480787,4,1345809188,0,0,224,271,0,0
8219,1,5,0,1,0,0,1,1,170496,0,0,85556,4194304,5,16,204800,4096,512,1,0,0,0.020393135236084953,7.9349715883294145,4,1293164847,0,0,224,258,0,93
8220,1,4,0,1,0,0,1,0,114688,26624,0,114080,4194304,4,16,147456,4096,512,0,0,0,4.369544788636924,6.8643981877986855,4,1334086843,0,0,224,270,0,762
8221,1,2,1,0,0,0,1,0,160768,9728,0,4096,4194304,5,16,249856,4096,512,1,6,0,0.37387747993819864,7.8895819636445825,10,1295044304,0,0,224,258,1,160
8222,1,4,0,1,0,0,1,0,272384,26624,0,271584,4194304,4,16,307200,4096,512,1,0,0,4.369035907027043,7.7031149568305795,4,1334191324,0,0,224,270,0,762
8223,1,6,0,0,0,0,1,0,138240,41472,0,139476,5368709120,5,16,200704,4096,512,0,0,0,1.6451412497633084,5.9570883940715476,6,1484588727,0,0,240,34,0,0
8224,1,14,1,1,0,0,1,0,181248,18432,0,185152,4194304,4,16,221184,4096,512,1,4,2,0.08153941234324169,7.480177713766831,8,708992537,0,0,224,33166,1,1100
8225,1,2,0,0,0,0,0,0,60928,401920,0,457790,65536,5,16,464384,512,512,1,1,0,0.20005169393505387,7.989240660242465,6,1215526633,0,0,224,258,0,80
8226,1,3,0,1,0,0,1,0,271360,19456,0,178160,4194304,5,16,303104,4096,512,0,1,0,0.06116285224115448,6.020091451794776,5,1347534477,0,0,224,259,0,0
8227,1,2,1,0,0,0,1,0,103424,4608,0,9296,4194304,4,16,122880,4096,512,0,0,0,2.0311300390555593,7.125937138658131,4,1335843986,0,0,224,270,0,2
8228,1,2,1,0,0,0,1,0,117760,8704,0,5104,4194304,4,16,147456,4096,512,0,3,3,0.7241506215715499,7.069834955699577,6,1342771322,0,0,224,270,0,0
8229,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.080750010583098,9,1335063691,0,0,224,270,0,301
8230,1,5,1,1,0,0,1,0,113152,20992,0,110752,4194304,4,16,151552,4096,512,0,3,0,0.16032872589902852,7.001691260133224,7,1334683449,0,0,224,270,0,541
8231,1,6,1,1,0,0,1,1,120320,35328,0,4992,4194304,4,16,167936,4096,512,0,1,1,2.201843121619198,7.10209919254808,5,1346738473,0,0,224,270,0,399
8232,1,2,0,1,0,0,1,0,12288,389120,0,5544,4194304,4,16,823296,4096,4096,1,0,0,3.4391017440422464,7.921380584451487,4,1343141119,0,0,224,271,0,0
8233,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.045163560382604,8,1342303225,0,0,224,270,0,0
8234,1,5,0,1,0,1,1,0,36864,393216,0,5776,4194304,4,16,823296,4096,4096,1,0,0,3.951482263809811,7.736447575279258,4,1344630696,0,0,224,271,0,0
8235,1,2,0,1,0,0,1,0,12288,372736,0,5544,4194304,4,16,823296,4096,4096,1,0,0,6.373806290167463,7.9214605621527285,4,1343414552,0,0,224,271,0,0
8236,1,2,0,0,0,0,0,0,60928,371712,0,427582,65536,5,16,434176,512,512,1,1,0,0.26586785024273246,7.98778252549529,6,1213803723,0,0,224,258,0,77
8237,1,4,0,1,0,0,1,0,36864,393216,0,5584,4194304,4,16,823296,4096,4096,1,0,0,6.121195467782718,7.76630379996559,4,1344502417,0,0,224,271,0,0
8238,1,3,1,0,0,0,1,0,2048,91648,0,4640,4194304,4,16,110592,4096,512,1,0,0,2.006387977875609,7.757345855277021,5,1332889266,0,0,224,270,0,2
8239,1,4,0,1,0,0,1,0,115200,30208,0,113744,4194304,4,16,155648,4096,512,0,0,0,4.363541039986474,6.829384019324624,4,1333988447,0,0,224,270,0,900
8240,1,4,0,1,0,0,1,0,36864,393216,0,5648,4194304,4,16,823296,4096,4096,1,0,0,3.809583536709081,7.731518542524035,4,1344542973,0,0,224,271,0,0
8241,1,5,0,1,0,1,1,0,36864,393216,0,5776,4194304,4,16,823296,4096,4096,1,0,0,3.9179262909822286,7.736525954561388,4,1344630696,0,0,224,271,0,0
8242,1,23,0,1,0,0,0,0,13312,41984,0,14736,5368709120,10,16,77824,4096,512,0,1,0,0.15127132530476972,6.063935081981395,7,1436498466,0,0,240,34,0,0
8243,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.51799059199472,6.6439017700302205,5,1333761802,0,0,224,8450,0,0
8244,1,4,0,1,0,0,1,0,28672,405504,0,6547,4194304,4,16,827392,4096,4096,1,0,0,4.369098010257111,7.975534524975547,4,1342276223,0,0,224,271,0,0
8245,1,3,0,1,0,0,1,0,12288,393216,0,6260,4194304,4,16,827392,4096,4096,1,0,0,4.958505150044244,7.985131257164925,4,1342615498,0,0,224,271,0,0
8246,1,10,0,0,0,0,1,0,12288,30208,3072,5328,4194304,5,16,65536,4096,512,0,4,1,0.19743807838821048,5.84042023014604,11,0,31744,142,240,39,0,0
8247,1,5,1,0,0,0,1,0,208896,471040,0,57664,268435456,4,16,692224,4096,4096,1,0,0,2.0805327228458443,7.780983869964503,5,1212837283,0,0,224,8450,0,2530
8248,1,3,1,0,0,0,1,0,102912,5632,0,110256,4194304,4,16,122880,4096,512,0,0,0,1.661304313284645,7.133168185801871,4,1335428465,0,0,224,270,0,2
8249,1,3,0,0,0,0,1,0,16384,5120,1024,4096,4194304,4,16,36864,4096,512,0,1,2,4.197857944141107,6.201008918841744,5,33458,0,0,224,783,0,0
8250,1,7,1,1,1,0,1,0,143360,61440,0,78219,1694498816,4,16,225280,4096,4096,0,0,0,2.602123256789293,6.664643750733573,5,1334269021,0,0,224,8450,0,423
8251,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.816399394457816,7.769359088218244,4,1332535995,0,0,224,271,0,0
8252,1,4,0,1,0,0,1,0,4608,367104,0,787420,4259840,4,16,1167360,4096,512,1,0,0,2.6813654031143326,7.987999942733724,4,1319571264,0,0,224,271,0,0
8253,1,6,0,1,0,0,1,0,28672,425984,249856,7354,4259840,4,16,987136,4096,4096,1,0,0,4.365003733337219,7.858417720948161,4,1335109490,0,0,224,271,0,0
8254,1,1,0,0,0,0,0,0,37376,3072,0,45470,4194304,4,16,65536,8192,512,0,0,0,0.08153941234324169,5.760648937384744,3,1328931526,0,0,224,258,0,0
8255,1,4,1,1,0,0,1,0,112128,15872,0,109760,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.078358485858395,8,1334907644,0,0,224,270,0,278
8256,1,4,0,1,0,0,1,0,5632,16896,0,789536,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.632501700525991,4,1319571264,0,0,224,271,0,0
8257,1,3,0,1,0,0,1,0,20480,380928,0,5469,4194304,4,16,782336,4096,4096,1,0,0,3.532845304533526,7.783740835000115,4,1340362657,0,0,224,271,0,0
8258,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.609070143501808,6.64409803675466,5,1333758724,0,0,224,8450,0,439
8259,1,5,0,1,0,0,1,0,134656,41984,0,123319,4194304,5,16,192512,4096,512,1,3,0,4.137978525761692,7.814033443278528,7,1324730044,0,0,224,258,0,216
8260,1,2,1,0,0,0,1,0,264704,7168,0,4544,4194304,4,16,290816,4096,512,1,1,0,1.8631342934142685,7.713425976959226,5,1331693406,0,0,224,270,0,0
8261,1,2,0,1,0,0,1,0,12288,389120,0,5544,4194304,4,16,823296,4096,4096,1,0,0,3.4362863910304693,7.921778846406471,4,1343116464,0,0,224,271,0,0
8262,1,3,0,1,0,0,1,0,158720,17408,0,123874,4194304,5,16,184320,4096,512,1,0,0,3.312428913875342,7.892416737423134,4,1300999631,0,0,224,258,0,131
8263,1,2,1,0,0,0,1,0,117760,43520,0,5088,4194304,4,16,176128,4096,512,0,2,2,0.11890197597050207,7.0699068075299065,5,1342750862,0,0,224,270,0,0
8264,1,6,1,1,0,0,1,1,94208,298478,401408,76383,4259840,4,16,815104,4096,4096,1,0,0,4.074325254803732,7.776941873771428,4,1332407685,0,0,224,271,0,0
8265,1,2,0,1,0,0,1,0,12288,389120,0,5416,4194304,4,16,823296,4096,4096,1,0,0,6.3446385488491694,7.822170990440909,4,1343502777,0,0,224,271,0,0
8266,1,1,0,0,0,0,0,0,133632,2048,0,141374,4194304,6,16,163840,8192,512,0,0,0,0.10191042566270775,5.892605117424516,3,1343343462,0,0,224,258,0,0
8267,1,7,1,1,1,0,1,0,147456,61440,0,79418,1677721600,4,16,229376,4096,4096,0,0,0,2.6100839967673797,6.62167967158292,5,1325128582,0,0,224,8450,0,483
8268,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.521922098660062,6.643807595934541,5,1333755894,0,0,224,8450,0,0
8269,1,4,0,1,0,0,1,0,36864,380928,0,5616,4194304,4,16,823296,4096,4096,1,0,0,0.7074965518872264,7.9046537003587565,4,1343935512,0,0,224,271,0,0
8270,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.517121686876896,6.643807595934541,5,1333755894,0,0,224,8450,0,0
8271,1,3,0,1,0,0,1,0,12288,397312,0,5576,4194304,4,16,823296,4096,4096,1,0,0,4.974707982127604,7.97659348939129,4,1343031903,0,0,224,271,0,0
8272,1,7,1,1,1,0,1,0,147456,61440,0,79418,1677721600,4,16,229376,4096,4096,0,0,1,1.7818592230950177,6.622031470157938,5,1325124054,0,0,224,8450,0,0
8273,1,4,0,1,0,0,1,0,8704,433152,0,6284,4194304,4,16,819200,4096,512,1,0,0,0.08952421866257136,7.618685431463757,4,1305462840,0,0,224,271,0,0
8274,1,4,0,1,0,0,1,0,5632,372224,0,5668,4194304,4,16,823296,4096,512,1,0,0,0.06262444783142707,7.914305253005248,4,1326871294,0,0,224,271,0,0
8275,1,7,1,1,1,0,1,0,18432,244224,1069948,8192,4194304,5,16,1363968,4096,512,1,3,1,4.164608791209801,7.980779434491256,9,1199997096,0,0,224,271,0,0
8276,1,4,0,1,0,0,1,0,36864,393216,0,5648,4194304,4,16,823296,4096,4096,1,0,0,3.7924610848925315,7.731738824242715,4,1344542973,0,0,224,271,0,0
8277,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.8067363487314534,7.7698194344792455,4,1332576541,0,0,224,271,0,0
8278,1,1,0,0,0,0,1,0,77312,56832,0,7716,5368709120,5,16,151552,4096,512,0,1,0,1.4674636283339544,6.437032140118763,7,1499372440,0,0,240,34,0,0
8279,1,4,0,1,0,0,1,0,5632,16896,0,789552,4259840,4,16,819200,4096,512,0,0,0,0.40554835374125364,6.644901142078836,4,1319571264,0,0,224,271,0,0
8280,1,2,0,0,0,0,1,0,26112,109568,0,24758,4194304,5,16,278528,4096,512,0,1,0,3.020647457221059,7.147266937668961,4,1301029282,0,0,224,258,0,116
8281,1,3,0,0,0,0,1,0,16384,5632,1024,4096,4194304,4,16,36864,4096,512,0,1,2,3.8663489406523524,6.140138483294182,5,33402,0,0,224,783,0,0
8282,1,4,0,1,0,0,1,0,28672,434176,253952,7012,4259840,4,16,991232,4096,4096,1,0,0,4.19189111895225,7.87224010614181,4,1335291770,0,0,224,271,0,0
8283,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5221920886664364,6.644070165747287,5,1333985043,0,0,224,8450,0,0
8284,1,9,1,1,0,0,1,0,99840,50176,0,5120,4194304,4,16,180224,4096,512,1,5,5,4.238790302379533,7.516935120909556,9,1333131620,0,0,224,270,0,1200
8285,1,4,0,1,0,0,1,0,28672,393216,217088,6590,4259840,4,16,987136,4096,4096,1,0,0,3.978445426739278,7.848184108881526,4,1335555348,0,0,224,271,0,0
8286,1,7,1,1,1,0,1,0,147456,61440,0,79418,1677721600,4,16,229376,4096,4096,0,0,1,1.7812095434693522,6.620593801109392,5,1325129898,0,0,224,8450,0,0
8287,1,4,1,0,0,0,1,0,90112,245140,499712,87064,4194304,4,16,856064,4096,4096,1,0,0,2.9759477043540805,7.967266953950126,4,1331800726,0,0,224,271,0,0
8288,1,2,0,1,0,0,1,0,12288,372736,0,5544,4194304,4,16,823296,4096,4096,1,0,0,6.373997820656978,7.92172829643118,4,1343414552,0,0,224,271,0,0
8289,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.523321553380273,6.644070165747287,5,1333985043,0,0,224,8450,0,0
8290,1,6,0,1,0,0,1,0,21504,134656,0,6407,4194304,5,16,258048,4096,512,1,4,0,0.020393135236084953,7.98120682251522,8,1336941911,0,0,224,258,0,135
8291,1,6,0,1,0,0,1,0,32768,434176,405504,6980,4259840,4,16,819200,4096,4096,1,0,0,4.240983992221178,7.51517601801305,4,1336070656,0,0,224,271,0,0
8292,1,3,0,1,0,0,1,0,12288,393216,0,6260,4194304,4,16,827392,4096,4096,1,0,0,4.971005724535385,7.984879499523624,4,1342552538,0,0,224,271,0,0
8293,1,4,1,0,0,0,1,0,5632,384000,0,5432,4194304,4,16,823296,4096,512,1,0,1,4.035231689711191,7.8815000095804555,4,1302935608,0,0,224,271,0,0
8294,1,12,1,1,0,0,1,1,316416,62976,0,213080,4194304,5,16,409600,4096,512,0,0,0,4.134364396545349,6.409120498899031,4,1334122691,0,0,224,258,0,2978
8295,1,2,1,0,0,0,1,0,2048,94720,0,4704,4194304,4,16,118784,4096,512,1,3,2,1.9360022337135043,7.721683392805628,7,1332816047,0,0,224,270,0,2
8296,1,1,0,0,0,0,0,0,40960,8192,0,48382,4194304,4,16,65536,8192,4096,0,0,0,0.00984533685142915,5.442734635363277,3,1217328827,0,0,224,270,0,0
8297,1,10,1,1,1,1,1,0,413696,172032,0,289941,268435456,4,16,602112,4096,4096,0,0,0,3.2384671509512217,7.938351652976563,5,1271420437,0,0,224,8450,0,1310
8298,1,1,0,0,0,0,0,0,32256,14336,0,40206,4194304,4,16,73728,8192,512,0,1,0,0.08153941234324169,6.54079695826212,4,1394401001,0,0,224,258,0,0
8299,1,3,0,1,0,0,1,0,12288,389120,0,6339,4194304,4,16,782336,4096,4096,1,0,0,0.8840501328677944,7.963679977646547,4,1341777124,0,0,224,271,0,0
8300,1,5,0,1,0,0,1,0,49152,97280,0,30406,4194304,5,16,159744,4096,512,1,0,0,4.539365694133828,7.972867467512191,4,1341586878,0,0,224,258,0,149
8301,1,4,0,1,0,0,1,0,4096,18432,0,726424,4259840,4,16,753664,4096,512,0,0,0,0.41644573043250227,7.106150051878442,4,1319571264,0,0,224,271,0,0
8302,1,2,1,0,0,0,1,0,102912,5632,0,110272,4194304,4,16,122880,4096,512,0,0,0,1.6649936702546246,7.1340346229561105,4,1335535354,0,0,224,270,0,2
8303,1,12,1,1,0,0,1,1,415232,102912,0,419316,4194304,4,16,585728,4096,512,0,2,2,0.2108262677871819,7.280390330158339,9,1422799521,0,0,224,33166,0,6008
8304,1,4,1,1,0,0,1,0,4096,276992,0,4928,4194304,4,16,290816,4096,512,1,1,0,3.0473513214874757,7.6690485630863465,5,1332334211,0,0,224,270,0,299
8305,1,9,1,1,0,0,1,1,4096,357736,442368,4766,4194304,4,16,819200,4096,4096,1,1,0,0.10431583732584766,7.760440630026378,5,1331491238,0,0,224,271,0,0
8306,1,10,0,0,0,0,1,0,35328,56320,3584,5328,4194304,5,16,94208,4096,512,0,4,1,0.2069200177871819,6.0987456159721365,11,15259680,57856,159,240,39,0,0
8307,1,7,1,1,0,0,1,1,4096,280576,0,4928,4194304,4,16,303104,4096,512,1,3,2,3.0532648672197538,7.719943089513963,7,1332221110,0,0,224,270,0,499
8308,1,4,0,1,0,0,1,0,5632,497664,0,5224,4194304,4,16,888832,4096,512,0,0,1,4.046794628218161,6.642794872060187,4,0,0,0,224,271,0,0
8309,1,5,0,1,0,0,1,0,169472,0,0,142180,4194304,5,16,184320,4096,512,1,0,0,0.020393135236084953,7.955897985861864,4,1294241719,0,0,224,258,0,87
8310,1,2,1,0,0,0,1,0,94208,307678,491520,76137,4259840,4,16,913408,4096,4096,1,0,0,3.770000384660344,7.768100352216089,4,1332675903,0,0,224,271,0,0
8311,1,6,0,1,0,0,1,0,28672,425984,249856,7354,4259840,4,16,987136,4096,4096,1,0,0,4.365003733337219,7.868349408017668,4,1335109490,0,0,224,271,0,0
8312,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.080743175601235,9,1335156026,0,0,224,270,0,301
8313,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.080760631449213,9,1335057616,0,0,224,270,0,301
8314,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.082007186151992,9,1334970096,0,0,224,270,0,301
8315,1,5,1,1,0,0,1,0,4096,278016,0,4928,4194304,4,16,299008,4096,512,1,3,2,3.0536730686741533,7.716304896648375,7,1332275111,0,0,224,270,0,399
8316,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5181268492456204,6.643716243363036,5,1333985584,0,0,224,8450,0,0
8317,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.080741239742731,9,1335067222,0,0,224,270,0,301
8318,1,4,0,1,0,0,1,0,272384,26624,0,271584,4194304,4,16,307200,4096,512,1,0,0,4.364969324760334,7.7033278756043,4,1334280304,0,0,224,270,0,762
8319,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.045162314430659,8,1342233684,0,0,224,270,0,0
8320,1,4,0,1,0,0,1,0,5632,370176,0,5324,4194304,4,16,888832,4096,512,1,0,1,3.970585515321652,7.91821074299361,4,0,0,0,224,271,0,0
8321,1,3,1,0,0,0,1,0,91648,1536,0,4720,4194304,4,16,106496,4096,512,1,0,0,1.9489780380055324,7.632183101182866,3,1333545841,0,0,224,270,0,2
8322,1,2,0,1,0,0,1,0,142336,24576,0,112794,4194304,5,16,192512,4096,512,1,5,0,0.41684622993819864,7.971099164772892,9,1297596187,0,0,224,258,0,111
8323,1,3,0,0,0,0,1,0,20480,393216,16384,5338,4259840,4,16,991232,4096,4096,1,0,0,3.150181058285773,7.9416547264004365,4,1334688361,0,0,224,271,0,0
8324,1,3,0,0,0,0,1,0,31744,16896,1024,4096,4194304,4,16,65536,4096,512,0,1,2,4.209258056655801,6.2424254492147995,5,62130,0,0,224,783,0,0
8325,1,4,0,1,0,0,1,0,9216,357376,0,7644,4194304,4,16,823296,4096,512,1,0,0,0.0821922343215099,7.944200694745573,4,1305462840,0,0,224,271,0,0
